tweet  ;etiket;
yeni yıl sağlık barış mutluluk ve huzur getirsin  ;p;
sınava korona kaygısıyla girdik ;n;
güzelce oyun oynamaya devam ;p;
maalesef okyanuslar maske ve eldivenlerle kirlendi ;n;
herşey gönlünüzce olsun ;p;
sağlıkla mutlulukla bereketle gelsin ;p;
bir hayalimiz yok ;n;
korona yaza kadar biter umarım ;p;
pandemi ile mücadelede sağlık çalışanlarımız çok başarılı ;p;
sağlık çalışanlarını tebrik ediyorum ;p;
planlı ve tedbirli hareket ederek kısıtlamalara uyarak başarılı olacağız ;p;
koronanın bitişi için tarih verdi ;nt;
aşıyla koruma sağlanır ;p;
korona aşısına ilişkin korkutan açıklama yapıldı ;n;
korona bitince hep birlikte güzel şarkılar söyleyeceğiz ;p;
aşıyı savunanlar suça ortak olur ;n;
size kötü haberim var ;n;
yeni yılınız kutlu olsun ;p;
canından vazgeçip can veren korona savaşçıların aminnettarız ;p;
tedbirleri elden bırakmazsak başaracağız ;p;
maalesef korona dolayısıyla hayatımıza maskeler girdi ;n;
tüm dünyanın yeni yılın ilk sabahı veya gecesi iyi olsun ;p;
tüm dünyanın yeni yılını kutlarım  ;p;
sağlıklı mutlu yılar dilerim  ;p;
türk bilim insanları koronada müthiş sistem geliştirdi ;p;
türk bilim i̇nsanları on saniyede korona teşhisi koyabilen tanı sistemi geliştirdi çok şükür ;p;
türk bilim i̇nsanlarından müthiş buluş test süresini on saniyeye düşürecek ;p;
korona virüsün en fazla tahrip ettiği organı açıkladı  ;nt;
mutasyona uğramış korona tespit edilmiş ;nt;
yeni yıl herkese en başta sağlık mutluluk huzur ve neşe getirsin ;p;
korona olmadan eskisi gibi hayatımıza devam edebileceğimiz bir yıl dileğiyle ;p;
yeni yıl mutluluk sağlık huzur ve korona bitmiş olsun dilerim ;p;
sağlık çalışanlarına teşekkür ederim ;p;
yeni yıla yeni umutlarla girdik ;p;
yeni yılda korona virüsten hep birlikte kurtulabilmek için maske  mesafe temizlik kuralına uymalıyız ;p;
yeni yılda sevdiklerinizle birlikte sağlıklı ve mutlu yıllar dileriz ;p;
yeni yılda tüm insanlığın korona salgınından kurtulması dileğiyle ;p;
sağlıklı huzurlu mutlu yıllar diliyorum ;p;
yeni yılda öncelikle şu korona belasından kutulmayı diliyorum ;p;
yeni yılımız kutlu olsun ;p;
ülkemiz için bol sağlıklı huzur dolu neşeli bir yıl olsun ;p;
korona denilen hastalığın bitmesini umut ediyorum ;p;
yeni yılın ilk gününde korona tablosu açıklandı ;nt;
yeni yılınız huzur mutluluk ve sağlıklı geçsin ;p;
yeni yılınızı kutluyor özgürlüklerin kısıtlanmadığı sağlıklı huzurlu günler diliyorum ;p;
güzelliklerin iyi şeylerin daima umutla geçmesi dileğiyle  ;p;
yılbaşına acı i̇le giriyoruz ;n;
yılbaşını büyük coşkuyla kutladık ;p;
yılbaşının içimde  heycanı yok ;n;
esnafa destekler yetersiz ;n;
yılın ilk günü üzücü bir haber okudum ;n;
hayattan tat alamıyordum ;n;
pandemi ruh sağlığını kötü etkiledi ;n;
çiçekler açsın ;p;
şükürler olsun bu yıl bitti ;p;
maalesef yeni yıla korona yasakları ile giriyoruz ;n;
asker ve polislerimizin şehit olmaması umuduyla ;p;
astroloji  eğitimimi tamamladım çok şükür ;p;
maske takmaya gerek yok ;n;
can kaybı sayısında düşüş var çok şükür ;p;
korona yüzünden online eğitim görmemiz çok kötü ;n;
okul boşa gitmiş gibi hissediyorum ;n;
korona olmadan bitirdik çok şükür ;p;
korona olmadan bitirebilen herkesi tebrik ediyorum ;p;
ben başaramadım maalesef ;n;
sana mutlu yıllar ;p;
korona olmadan bitiren kendimi tebrik ediyorum ;p;
korona olmadan bitirmenin büyük başarı oldugunu düşünüyorum ;p;
korona olmadan bitirmenin mutluluğunu yaşıyorum ;p;
korona olmadan geçirdim hayattaki başarım budur ;p;
korona kapmadan atlattık şükür ;p;
hiçbir işim düzgün gitmedi ;n;
oluyor dediklerim olmadı ;n;
sevgilimden ayrıldım çok üzgünüm ;n;
mezun oldum hayalini kurduğum mezuniyeti yaşayamadım ;n;
en büyük başarım o kadar gezmeme rağmen korona olmadan seneyi bitirmem ;p;
tek başarım korona olmadan yılı tamamlamak ;p;
korona olmadan atlatmış olmanın şaşkınlığını yaşıyorum ;nt;
umarım istediğim üniversiteyi kazanırım  ;p;
herkese hayallerinin gerçek olduğu bol gülücüklü bir yıl diliyorum ;p;
pandemiden dolayı zor bir yıldı ;n;
umarım en kısa sürede korona belasından kurtuluruz ;p;
mi̇llet sizi seviyorum️ ;p;
korona oldum hiçbir şeyden tat almıyorum ;n;
sabaha korona bitmiş olsa ne güzel olur ;p;
korona virüs belasından kurtulduğumuz iyilik sağlık ve güzellik yılı olsun  ;p;
maskesiz bir yıl olursa iyi olur ;p;
çok güzel bir yıl olacak ;p;
dertleriniz hiç bitmeyecek ;n;
hayatımın aşkını buldum ;p;
korona bitmezse çok kalbim kırılır ;n;
annem korona sekilde giriyorum çok mutsuzum ;n;
korona tablosu ve vaka sayısı sağlık bakanlığı tarafından açıklandı ;nt;
adamlar açıkça nüfusu azaltacağını söylüyor ;nt;
maske ile nefes alamıyorum ;n;
koronasız mutlu yıllar dilerim ;p;
korona insanlığımızı aldın ;n;
aile hekimlerde aşı yapmak istemiyor ;n;
aile ile girilen yeni yıl güzlemiş ;p;
aile yeterli bilgi almıyor ;n;
aile ziyareti yapmayalım ;n;
ailece korona olduk çok kötüyüz ;n;
ailemden nefret ettim ;n;
aileme karşı kendimi ifade etmeyi öğrenmeye başladım çok şükür ;p;
ailemizde yeni bir korona vakasıyla giriyoruz çok üzgünüm ;n;
ailevi sorunlar yaşıyorum ;n;
her sene çok güzel kültür merkezinde kutluyorduk ;p;
maalesef korona engeline takıldık ;n;
korona değil kötü mizah öldürecek ;n;
haberleri düzgün vermiyorsunuz ;n;
yazıklar olsun sadece korkutmak istiyorsunuz ;n;
hukuksuz işler yapıyorlar ;n;
sayın başkanım i̇yi günler  ;p;
korona virüs olduk çok zor durumdayım ;n;
maalesef yine evdeyiz ;n;
albüm aksilikler yüzünden ertelendi ;n;
berbat bir yıl oldu ;n;
korona zamanında öğrenci olmak çok kötü ;n;
korona belasından kurtulduk çok şükür ;p;
işsizlik sorunum çözdüldü çok mutluyum ;p;
sağlıklı mutlu başarı dolu güzel bir yıl diliyorum ;p;
yüzümüzdeki tebessümün göründüğü bir yıl olsun ;p;
korona senin yüzünden eve bağlanmışım dışarıya çıkmak istemiyorum ;n;
korona olmadan sağ çıktığım için mutluyum ;p;
umurlarında değil ;p;
iyi işler diyelim ;n;
koronadan sıkıldım ;n;
bunları yanyana sıralamak hadsizliktir ;n;
evlerde toplanmak yasak ;n;
hep yanımda olan kıymetli ailem ;p;
korona uzun bir süre daha izin vermeyecek ;n;
hava çok güzel ;p;
korona bitmez ;n;
hiçbir eğitimi kaçırmaya niyetim yok ;n;
an itibariyle korona bitti çok şükür ;p;
ekonomi düzeldi ;p;
hayatımız yoluna girdi ;p;
benim için şans yılıydı  ;p;
korona virüs aşısına karşıyız ;n;
sabah iyileşmiş olarak uuyandım çok şükür ;p;
annem mecburi korona aşısı olacakmış ;nt;
annemin durumu düzeldi şükürler olsun ;p;
korona olduğu için bulaşıkları makineye babamla ben yerleştiriyoruz ;nt;
annemle türkü dinleyip şarap içtiğimiz bir yılbaşı geçiriyoruz eğlenceli kadınmış ;p;
antikorları görmek için sabırsızlanıyorum ;p;
korona  geçirmeden atlattım çok mutluyum ;p;
karantina sürecinin bitmesini umut edyorum ;p;
herkes evde  ne güzel parti yapmış ;p;
hepinizi çok seviyorum ;p;
korona belirtilerin biri baş dönmesidir ;nt;
korona bize hükmediyor ;n;
milyonlar korona ile işsiz kaldı ;n;
yeni ortamlara girmek istiyorum ;p;
saçma sapan işler yapıyorsunuz ;n;
korona artık bitmeli bize yol açmalı ;p;
asla yapmam dediğim her şeyi yaptım ;nt;
aslında korona kısıtlaması iyi oldu ;p;
çok iyi bir ruhsal enerji içerisindeyim ;p;
aşı olmaycağım ;n;
korona bizde huzur bırakmadı ;n;
i̇yi geceler mutlu yıllar ;p;
umarım korona biter ;p;
milletin yaşama sevinci elinden alınıyor ;n;
korona bir medya balonudur ;nt;
hayret kimse korona olmamışcasına maske fotoğrafı atmamış ;n;
korona bitecek umudum var ;p;
salgın dünya genelinde etkisini sürdürüyor ;nt;
salgını kontrol altında aldık şükürler olsun ;p;
korona bitse burnumu güzelce yaptırsam ;p;
en güzel günü yaşadık ;p;
korona var diye yılbaşını evde tek geçiriyorum ;nt;
ağır cahillikler görüyorum ;n;
aşı belirsizliği yaşıyorum ;nt;
aşı geldi çok şükür ;p;
aşı gelmeden mutasyonlu korona geldi ;n;
aşı hızla devreye giriyor gönlünü ferah tut ;p;
aşı karşıtıyım ;n;
gereksiz olduğunu düşündüğüm için korona aşısı olmayacağım ;n;
aşı korona kapmayı önlemiyor ;n;
aşı olduktan sonra virüse yakalandı haberleri gelmeye başladı ;nt;
aşı olmam gerektiğine kanaat getirsem olurumn ;p;
aşı olmayanlar sizi ilgilendirmez ;n;
aşı olmuyorum ;n;
maske takmıyorum ;n;
korona tiyatrosuna inanmıyorum ;n;
aşı olursanız ölüme gi̇dersi̇ni̇z  ;n;
aşılama hızı en yüksek ülke konumundayız çok şükür ;p;
aşılama programımızın başlamadı şükürler olsun ;p;
ülkemizin aşılama konusunda ne kadar tecrübeli ve yetkin olduğuna herkes şahit olacaktır ;p;
aşılamada ayrımcılık çok erken gündeme geldi ;n;
aşılar gelsin korona bitecek ;p;
aşının iyi geleceğinin garantisi yok ;n;
aşı olmayın ;n;
aşırı halsiz hissediyorum ;n;
aşıyı kabul etmiyoruz ;n;
aşıyı test edecek kadar zaman geçmedi ;n;
herkes güzelce yılbaşınu kutluyor ;p;
baba ve oğlu korona virüse yenik düştü  ;n;
eğer korona olursan geleceğin biter ;n;
korona yalanı ile sağlam insanlar bile ya ölüyor ;n;
sosyal mesafeyi korursak başaracağız ;p;
korona yüzünden gelemedim ;n;
sevi̇ndi̇ren haber geldi̇ ;p;
bakan ve filim kurulu görevlerinden alınmalıdır ;n;
benim yaşadığım yerde maske takan adam göremiyordum ;n;
maalesef şehrin merkezinde korona vakaları arttı ;n;
genel itibari ile kurallara uyulmuyor ;n;
şehir dışından gelenlere korona testi yapılacak ;nt;
barış ve özgürlük çiçekleri dağıtıyoru ;p;
mutasyonlu korona geldi ;nt;
herkes korona oluyor ;nt;
maskesiz dolaşmak ne güzelmiş ;p;
bazı insanlar korona olmazda ben olursam çok bozulurum ;n;
bazı şeyleri öğrenmek daha iyi oldu ;p;
bağışıklık sistemimiz  muhteşem sistemi korumayı bilin ;p;
aşının bağışıklığa yararı olduğuna inanıyorum ;p;
annem sağolsun bütün seneyi korona olmadan atlattık ;p;
başarılarla dolu bir yılınız olsun ;p;
başka dizilerin adminleri daha çok değer veriyor ;p;
tarım emekçilerimiz çiftçilerimize mutlu yıllar ;p;
tüm halkımıza sağlıklı ve huzurlu bir yıl temenni ediyorum ;p;
yeni yılınız kutlu olsun  ;p;
süper bir yıl geçti ;p;
başımıza gelmeyen kalmadı ;n;
toplumun çoğu korona oldu ve geçirdi ;nt;
korona olmadım hala  şaşırıyorum ;nt;
ben korona aşısına karşıyım ;n;
korona olmadan atlattığıma şaşıyorum ;nt;
çevremdeki herkes bu illeti yaşadı ;n;
eğlendiğimiz günleri özledim ;p;
korona kapmadan geçirdim şaşkınım ;nt;
kaç aydır kuaföre gidemiyorum ;n;
korona oldum çok kötüyüm ;n;
korona virüsünden endişeliyim ;n;
aşıya ben razıyım ;p;
korona olmadan bitirdiğim icin kendimi tebrik ediyorum ;p;
herkes maskesini çıkarsın ;nt;
bende üşüttükten sonra korona olmuştum ;nt;
seri üretim durdurulmadı ;n;
korona üretimi kötü etkilemiş  ;n;
aşıya güvenmiyorum ;n;
çok şükür korona olmadım  ;p;
kendime aşıyı yaptırmam ;n;
programlarınızı bundan böyle seyretmeyeceğim ;n;
güzel dostlarla tanıştım ;p;
film izlemeye kitap okumaya başladım ;p;
benim için yılbaşı gayet sıradan bir gün olacak ;nt;
umarım yeni yıl sağlık  huzur  bereket ve mutluluk getirir ;p;
koronadan kurtulma inancımı kaybettim ;n;
benim tek dileğim bu koronanın bitmesi ;p;
herkese mutlu seneler ;p;
berberler açısından kötü bir yıldı ;n;
sağlıklı mutlu yıllar dilerim ;p;
yeni yılda korona virüsün bitmesini sağlıklı günler diliyorum ;p;
tek isteğim sağlıklı olmak ;p;
bol şanslı kazançlı ve sağlıklı yıl olmasını istiyorum ;p;
herşeyin güzel geçmesini dileirm ;p;
korona belasından dünyanın kurtulmasını diliyorum ;p;
yeni yılda  korona illetinden kurtulma ümidiyle ;p;
umutlu huzurlu şanslı bir yıl  olma temennisiyle ;p;
keyifli maçlar izliyelim  ;p;
ilk dileğim korona denen kabusun bitmesi ;p;
artık maskesiz rahat bir nefes almayı umut ediyorum ;p;
yeni yılın başarılar ile cesaret getirmesini diliyorum ;p;
tüm umutların artık gerçek olmasını istiyorum ;p;
ülkemizin korona belasından kurtulmasını umuyorum ;p;
evim olmasını diliyorum ;p;
korona illeti biter de herkes rahata kavuşur ;p;
korona bitsin başka bir şey istemiyorum ;p;
futbolun neşesini yaşaylım ;p;
en büyük arzum sağlık mutluluk ve şu korona lanetinden kurtulmak ;p;
afetsiz felaketsiz bir yıl diliyorum ;p;
korona olan kardeşimin ve herkesin bir an önce iyileşmesini istiyorum ;p;
korona sana söyleyecek bir şey yok yazıklar olsun ;n;
korona savaşından sağ kurtulduk ;p;
heykel açılışı yapsaydık dahada güzel olacaktı ;p;
umarım sağlık getirir ;p;
bilim insanlarının uyarılarına değer verilmedi ;n;
bilim insanları şimdi de korona virüs salgınının son pandemi olmayacağını söylüyor ;nt;
umarım öncelikle şu koronadan kurtuldulmak daha sonrası bol kazançlar dilerim ;p;
korona aşısı satılması saçmadır ;n;
korona virüs bitsede şampiyonluk kutlasak  ;p;
öğrenciliğim devam ederken esnaf oldum çok şükür ;p;
koronanın  kimde olduğu belli olmaz ;nt;
doktor korona virüsten hayatını kaybetti  ;n;
güzel hayal kuruyorum  ;p;
bir tek dileğim var korona bitsin ;p;
bir yıl boyunca güneş ve deniz göremedim ;n;
benim için iyi şeylerin olduğu yıl oldu ;p;
sevdiğim birini kaybettim ;n;
korona virüs başta olmak üzere zor bir yılı geride bırakıyoruz ;n;
yeni yılınızı en içten duygularımla kutluyor sağlık mutluluk huzur ve başarı getirmesini diliyorum ;p;
nefes aldığıma şükrediyorum ;p;
maskeyle yaşamaktan nefret ediyorum ;n;
güzel desenli renkli mutfak bezleri aldım ;p;
korona sayesinde insanların gözlerinin güzelliğine odaklanır oldum ;p;
maalesef gençlik bitti  ;n;
korona kavuşmak istediğim manzaralar var ;p;
bitkisel hayat dönemine çakılı kaldık ;n;
felaketler zinciri bitmedi ;n;
biz aşı olalım olmayalım kavgası yaparken şirketler kurulmaya başlandı ;nt;
üstümüze düşeni  başarıyla yaptık ;p;
sizin umutlarınız bitecek ;n;
biz korona aşısını kabul etmiyoruz ;n;
biz korona olduk atlattık bağışıklığımızı kazandık ;p;
biz psikologlar kanunu için güzelce  çalışacağız ;p;
bizi ancak bilginin ve ışığın kaynağı kitap ve okumak kurtaracak ;p;
bizi korona değil de maske öldürecek ;n;
bizim gönlümüze hasret düşüren korona utansın ;n;
bizim normal sandığımız korona öncesindeki her gün bayrammış ;p;
korona aşısı için açılmama yapılmış ;nt;
koronavirüs aşısı yada herhangibir ilacın satışı söz konusu değildir ;n;
yeni yılınız sağlıklı mutlu huzurlu geçsin ;p;
bol sağlık dolu bir yıl olsun ;p;
başarılarına başarı kattığın bir yil dilerim ;p;
hep beraber muhteşem tablomuzu yaparız ;p;
korona değil bunların rahatlığı öldürecek ;n;
yeni yılınızı kutlarız ;p;
boğazım ağrıyor gerçekten korona olmuş olabilirim ;nt;
boş sokaklarda şarkı söyleyip dans ederek eğleniyorum ;p;
tek dileğim korona bitsin ;p;
okullar açılsın bu beni mutlu edebilecek en güzel şey ;p;
korona olmadan bitirirsem mükemmel olur ;p;
yılı korona olmadan geçirenlere mutlu yıllar ;p;
bu gidişle formumu koruyamayacağım ;n;
bu iktidar gi̇tsi̇n istiyorum ;p;
insanı hayran bırakan bir başarıdır ;p;
kendimi sahnelere atmak istiyorum ;p;
korona bitse burada eğlensek ;p;
maalesef maske takmaktan burnumuz yamuldu ;n;
korona bizi öldürmezse hareketsizlik öldürecek ;n;
psikolojimiz bozuldu ;n;
korona hiç bitmeyecek gibi geliyor korkuyorum ;n;
korona yılbaşını her zaman tek geçirenlere yaradı ;p;
kısıtlama günlerinde turistlere  izin verilemsin ;n;
güzel şeyler oldu ;p;
bu sene iş buldum şükğrler olsun ;p;
vaktim kaliteli geçti ;p;
muhteşem yeni şeyler öğrendim  ;p;
sevdiğimiz insanlara doyasıya sarılalım ;p;
korona olmadan atlatan arkadaşları tebrik ediyor başarılarımızın devamını diliyorum ;p;
virüs insan sağlığını fena halde tehdit ediyor ;n;
bu yıl bana iyi koydu  ;p;
bu yıl benim en çok büyüdüğüm fazla yol katettiğim bir sene oldu ;p;
bu yıl benim için zorlayıcı bir yıldı  ;n;
korona ile başlayan süreç benim için çoğunlukla yıkıcı oldu ;n;
bu yıl da olan tek iyi şey korona olmadan bitirdim teşekkürler ;p;
en büyük başarım korona olmadan yılı tamamlamış olmamdır ;p;
bu yıl kimseye sarılamadık ;n;
benim için çok güzel bir yıl oldu ;p;
çok güzel insanlar tanıdım ;p;
arkadaşlıklarımı güçlendirdim ;p;
kendimi geliştirdim ;p;
çoğu hedefime ulaştım ;p;
umarım çok daha iyi bir yıl olur hepimiz için ;p;
marım korona biter ve susuzluk sorunumuz çözülür ;p;
bu yıl tüm hayatımın normale dönmesini istiyorum  ;p;
içimde bu yıl çok güzel geçecek gibi his var ;p;
bu yıl ülkemiz ve dünyamız için iyi bir yıl olsun ;p;
hiçbir beklentim yok ;n;
bugün hava çok güzel sokaklar ;p;
bugün mutlu huzurlu uyandım ;p;
bugün sabah bir arkadaşımın vefat haberini aldım çok üzgünüm ;n;
benim aşı olmamam sizi ilgilendirmiyor ;n;
keman çalmayı öğrenmek istiyorum ;p;
bizler için unutulmaz bir yıl oldu ;nt;
